State,District,Market,Commodity,Min Price,Max Price,Modal Price
Punjab,Amritsar,Amritsar(Amritsar Mewa Mandi),Pomegranate,2000,6600,3500
Punjab,Amritsar,Amritsar(Amritsar Mewa Mandi),Potato,200,900,700
Punjab,Amritsar,Amritsar(Amritsar Mewa Mandi),Pumpkin,500,700,600
Punjab,Amritsar,Amritsar(Amritsar Mewa Mandi),Sponge gourd,1000,1400,1200
Punjab,Amritsar,Amritsar(Amritsar Mewa Mandi),Tinda,1200,2400,1800
Punjab,Amritsar,Amritsar(Amritsar Mewa Mandi),Tomato,2500,10000,6000
Punjab,Amritsar,Amritsar(Amritsar Mewa Mandi),Water Melon,1000,1200,1100
Punjab,Amritsar,Mehta,Bhindi(Ladies Finger),2800,2800,2800
Punjab,Amritsar,Mehta,Bitter gourd,2600,2600,2600
Punjab,Amritsar,Mehta,Bottle gourd,2200,2200,2200
Punjab,Amritsar,Mehta,Brinjal,1200,1200,1200
Punjab,Amritsar,Mehta,Ridgeguard(Tori),3000,3000,3000
Punjab,Amritsar,Rayya,Bhindi(Ladies Finger),2800,2800,2800
Punjab,Amritsar,Rayya,Brinjal,3000,3000,3000
Punjab,Amritsar,Rayya,Cauliflower,1800,1800,1800
Punjab,Amritsar,Rayya,Green Chilli,3200,3200,3200
Punjab,Amritsar,Rayya,Onion,2000,2000,2000
Punjab,Amritsar,Rayya,Potato,1500,1500,1500
Punjab,Amritsar,Rayya,Raddish,1600,1600,1600
Punjab,Amritsar,Rayya,Tomato,1300,1300,1300
Punjab,Bhatinda,Bhagta Bhai Ka,Banana,3700,3700,3700
Punjab,Bhatinda,Bhagta Bhai Ka,Bhindi(Ladies Finger),3000,3000,3000
Punjab,Bhatinda,Bhagta Bhai Ka,Cabbage,2100,2100,2100
Punjab,Bhatinda,Bhagta Bhai Ka,Green Chilli,3500,3500,3500
Punjab,Bhatinda,Bhagta Bhai Ka,Mango,3500,3500,3500
Punjab,Bhatinda,Bhagta Bhai Ka,Onion,1500,1500,1500
Punjab,Bhatinda,Bhagta Bhai Ka,Potato,1000,1000,1000
Punjab,Bhatinda,Bhagta Bhai Ka,Pumpkin,2000,2000,2000
Punjab,Bhatinda,Bhagta Bhai Ka,Ridgeguard(Tori),4000,4000,4000
Punjab,Bhatinda,Rampuraphul(Nabha Mandi),Apple,7000,12000,9000
Punjab,Bhatinda,Rampuraphul(Nabha Mandi),Potato,650,780,700
Punjab,Faridkot,Faridkot,Apple,4500,25000,22000
Punjab,Faridkot,Faridkot,Ashgourd,800,1000,1000
Punjab,Faridkot,Faridkot,Banana,2500,3000,3000
Punjab,Faridkot,Faridkot,Bhindi(Ladies Finger),2500,3200,3000
Punjab,Faridkot,Faridkot,Bitter gourd,2500,5000,3000
Punjab,Faridkot,Faridkot,Brinjal,2500,3500,3000
Punjab,Faridkot,Faridkot,Cabbage,2000,2000,2000
Punjab,Faridkot,Faridkot,Capsicum,7000,9000,9000
Punjab,Faridkot,Faridkot,Carrot,2000,2500,2000
Punjab,Faridkot,Faridkot,Cauliflower,3000,5000,4500
Punjab,Faridkot,Faridkot,Colacasia,2500,3000,3000
Punjab,Faridkot,Faridkot,Cucumbar(Kheera),900,3000,1200
Punjab,Faridkot,Faridkot,Grapes,14000,14000,14000
Punjab,Faridkot,Faridkot,Green Chilli,2500,3000,3000
Punjab,Faridkot,Faridkot,Lemon,3000,4000,3000
Punjab,Faridkot,Faridkot,Mango,5000,6000,5000
Punjab,Faridkot,Faridkot,Mousambi(Sweet Lime),4000,5000,5000
Punjab,Faridkot,Faridkot,Onion,900,1600,1200
Punjab,Faridkot,Faridkot,Plum,6000,7000,7000
Punjab,Faridkot,Faridkot,Potato,500,1200,700
Punjab,Faridkot,Jaitu,Banana,2000,2000,2000
Punjab,Faridkot,Jaitu,Brinjal,2400,2700,2700
Punjab,Faridkot,Jaitu,Onion,1200,1800,1800
Punjab,Faridkot,Jaitu,Ridgeguard(Tori),2000,2000,2000
Punjab,Faridkot,Jaitu,Round gourd,1600,2800,2800
Punjab,Fatehgarh,Bassi Pathana,Apple,6000,7000,6500
Punjab,Fatehgarh,Bassi Pathana,Banana,3200,3500,3300
Punjab,Fatehgarh,Bassi Pathana,Bhindi(Ladies Finger),3000,3500,3200
Punjab,Fatehgarh,Bassi Pathana,Bitter gourd,3000,3500,3200
Punjab,Fatehgarh,Bassi Pathana,Bottle gourd,1800,2000,1900
Punjab,Fatehgarh,Bassi Pathana,Brinjal,4000,4000,4000
Punjab,Fatehgarh,Bassi Pathana,Cabbage,1500,1800,1600
Punjab,Fatehgarh,Bassi Pathana,Capsicum,11000,11000,11000
Punjab,Fatehgarh,Bassi Pathana,Cauliflower,3500,5000,4500
Punjab,Fatehgarh,Bassi Pathana,Colacasia,2500,3000,2800
Punjab,Fatehgarh,Bassi Pathana,Coriander(Leaves),12000,16000,15000
Punjab,Fatehgarh,Bassi Pathana,Cucumbar(Kheera),3200,3500,3300
Punjab,Fatehgarh,Bassi Pathana,Garlic,7000,7500,7200
Punjab,Fatehgarh,Bassi Pathana,Ginger(Green),15000,17000,16000
Punjab,Fatehgarh,Bassi Pathana,Green Chilli,3000,3300,3200
Punjab,Fatehgarh,Bassi Pathana,Lemon,4500,5000,4800
Punjab,Fatehgarh,Bassi Pathana,Mango (Raw-Ripe),5000,6000,5500
Punjab,Fatehgarh,Bassi Pathana,Onion,1400,1600,1500
Punjab,Fatehgarh,Bassi Pathana,Pear(Marasebu),4000,5000,4500
Punjab,Fatehgarh,Bassi Pathana,Peas Wet,9000,9000,9000
Punjab,Fatehgarh,Bassi Pathana,Plum,4500,5500,5000
Punjab,Fatehgarh,Bassi Pathana,Pomegranate,7000,7500,7200
Punjab,Fatehgarh,Bassi Pathana,Potato,1200,1400,1300
Punjab,Fatehgarh,Bassi Pathana,Pumpkin,1200,1500,1300
Punjab,Fatehgarh,Bassi Pathana,Ridgeguard(Tori),4000,4000,4000
Punjab,Fatehgarh,Bassi Pathana,Tomato,12000,14000,13000
Punjab,Fatehgarh,Sirhind,Peas Wet,4000,6027,6027
Punjab,Fatehgarh,Sirhind,Potato,700,1166,900
Punjab,Fazilka,Abohar,Apple,11120,17580,13500
Punjab,Fazilka,Abohar,Banana,2450,3560,2580
Punjab,Fazilka,Abohar,Beetroot,1500,2500,1800
Punjab,Fazilka,Abohar,Bhindi(Ladies Finger),2222,2980,2500
Punjab,Fazilka,Abohar,Bottle gourd,1011,1500,1250
Punjab,Fazilka,Abohar,Cauliflower,4580,5850,4900
Punjab,Fazilka,Abohar,Cucumbar(Kheera),1240,1800,1500
Punjab,Fazilka,Abohar,Jack Fruit,2450,2650,2550
Punjab,Fazilka,Abohar,Mango,4025,6500,4850
Punjab,Fazilka,Abohar,Onion,1500,2050,1900
Punjab,Fazilka,Abohar,Papaya,2450,2800,2650
Punjab,Fazilka,Abohar,Pineapple,4800,6560,5800
Punjab,Fazilka,Abohar,Pomegranate,10201,15450,12500
Punjab,Fazilka,Abohar,Potato,580,1210,1110
Punjab,Fazilka,Abohar,Pumpkin,1025,1650,1245
Punjab,Fazilka,Abohar,Sponge gourd,1500,2200,1800
Punjab,Fazilka,Abohar,Tender Coconut,2450,3880,2650
Punjab,Fazilka,Abohar,Tinda,1025,2015,1500
Punjab,Fazilka,Abohar,Water Melon,2450,2800,2650
Punjab,Fazilka,Jalalabad,Apple,13000,13000,13000
Punjab,Fazilka,Jalalabad,Banana,2500,2700,2600
Punjab,Fazilka,Jalalabad,Bhindi(Ladies Finger),2200,2500,2400
Punjab,Fazilka,Jalalabad,Bitter gourd,1700,2000,1800
Punjab,Fazilka,Jalalabad,Cabbage,1500,1500,1500
Punjab,Fazilka,Jalalabad,Capsicum,4000,4000,4000
Punjab,Fazilka,Jalalabad,Carrot,2000,2000,2000
Punjab,Fazilka,Jalalabad,Cauliflower,4000,4000,4000
Punjab,Fazilka,Jalalabad,Cucumbar(Kheera),1000,1300,1200
Punjab,Fazilka,Jalalabad,Garlic,7000,7000,7000
Punjab,Fazilka,Jalalabad,Ginger(Green),15000,15000,15000
Punjab,Fazilka,Jalalabad,Green Chilli,1700,2000,1800
Punjab,Fazilka,Jalalabad,Lemon,2500,2500,2500
Punjab,Fazilka,Jalalabad,Mango,4500,5000,4700
Punjab,Fazilka,Jalalabad,Mousambi(Sweet Lime),3500,3500,3500
Punjab,Fazilka,Jalalabad,Onion,1400,1600,1500
Punjab,Fazilka,Jalalabad,Papaya,4000,4200,4200
Punjab,Fazilka,Jalalabad,Pear(Marasebu),3000,3000,3000
Punjab,Fazilka,Jalalabad,Peas Wet,7000,7000,7000
Punjab,Fazilka,Jalalabad,Plum,8000,8200,8000
Punjab,Fazilka,Jalalabad,Pomegranate,12500,12500,12500
Punjab,Fazilka,Jalalabad,Potato,900,1100,1000
Punjab,Fazilka,Jalalabad,Pumpkin,1800,2000,2000
Punjab,Fazilka,Jalalabad,Ridgeguard(Tori),2000,2000,2000
Punjab,Fazilka,Jalalabad,Sweet Pumpkin,500,600,550
Punjab,Fazilka,Jalalabad,Tinda,2700,3000,2800
Punjab,Ferozpur,Zira,Apple,3700,3900,3800
Punjab,Ferozpur,Zira,Banana - Green,1200,1400,1300
Punjab,Ferozpur,Zira,Bhindi(Ladies Finger),3000,4000,3500
Punjab,Ferozpur,Zira,Bitter gourd,2600,3000,2800
Punjab,Ferozpur,Zira,Bottle gourd,2600,3000,2800
Punjab,Ferozpur,Zira,Brinjal,2100,2300,2200
Punjab,Ferozpur,Zira,Cauliflower,8000,8200,8100
Punjab,Ferozpur,Zira,Colacasia,2300,2500,2400
Punjab,Ferozpur,Zira,Cucumbar(Kheera),2800,3200,3000
Punjab,Ferozpur,Zira,Green Chilli,2800,3200,3000
Punjab,Ferozpur,Zira,Guar,4200,4600,4400
Punjab,Ferozpur,Zira,Lemon,3000,3500,3300
Punjab,Ferozpur,Zira,Onion,1300,1500,1400
Punjab,Ferozpur,Zira,Papaya,2800,3200,3000
Punjab,Ferozpur,Zira,Plum,3600,4000,3800
Punjab,Ferozpur,Zira,Potato,600,1000,800
Punjab,Ferozpur,Zira,Pumpkin,600,1000,800
Punjab,Ferozpur,Zira,Ridgeguard(Tori),4000,4500,4200
Punjab,Ferozpur,Zira,Tinda,4200,4500,4400
Punjab,Gurdaspur,Dera Baba Nanak,Colacasia,1800,2000,1900
Punjab,Gurdaspur,Dera Baba Nanak,Cucumbar(Kheera),1400,1600,1500
Punjab,Gurdaspur,Dera Baba Nanak,Pumpkin,1600,1800,1700
Punjab,Gurdaspur,Dinanagar,Apple,10000,12000,12000
Punjab,Gurdaspur,Dinanagar,Banana,4000,5000,4500
Punjab,Gurdaspur,Dinanagar,Bhindi(Ladies Finger),3000,3000,3000
Punjab,Gurdaspur,Dinanagar,Bitter gourd,3000,3000,3000
Punjab,Gurdaspur,Dinanagar,Bottle gourd,2000,2500,2500
Punjab,Gurdaspur,Dinanagar,Cauliflower,4000,4500,4500
Punjab,Gurdaspur,Dinanagar,Colacasia,3000,3000,3000
Punjab,Gurdaspur,Dinanagar,Cucumbar(Kheera),2000,2000,2000
Punjab,Gurdaspur,Dinanagar,Garlic,15000,15000,15000
Punjab,Gurdaspur,Dinanagar,Green Chilli,3500,4000,4000
Punjab,Gurdaspur,Dinanagar,Onion,1600,1800,1800
Punjab,Gurdaspur,Dinanagar,Potato,1500,1600,1500
Punjab,Gurdaspur,Kalanaur,Bhindi(Ladies Finger),1800,2100,1900
Punjab,Gurdaspur,Kalanaur,Bottle gourd,1800,2100,2000
Punjab,Gurdaspur,Kalanaur,Brinjal,1900,2100,2000
Punjab,Gurdaspur,Kalanaur,Green Chilli,2200,2400,2300
Punjab,Hoshiarpur,Dasuya,Apple,3000,3500,3250
Punjab,Hoshiarpur,Dasuya,Apple,5000,6000,5500
Punjab,Hoshiarpur,Dasuya,Bhindi(Ladies Finger),3200,4000,3600
Punjab,Hoshiarpur,Dasuya,Bitter gourd,3000,3500,3250
Punjab,Hoshiarpur,Dasuya,Bottle gourd,2000,2500,2250
Punjab,Hoshiarpur,Dasuya,Brinjal,2000,3500,2750
Punjab,Hoshiarpur,Dasuya,Cabbage,1200,1500,1350
Punjab,Hoshiarpur,Dasuya,Capsicum,6000,8000,7000
Punjab,Hoshiarpur,Dasuya,Cauliflower,5000,8000,6500
Punjab,Hoshiarpur,Dasuya,Cucumbar(Kheera),2000,3200,2600
Punjab,Hoshiarpur,Dasuya,Field Pea,7000,8000,7500
Punjab,Hoshiarpur,Dasuya,French Beans (Frasbean),6000,8000,7000
Punjab,Hoshiarpur,Dasuya,Green Chilli,2500,3500,3000
Punjab,Hoshiarpur,Dasuya,Lemon,2500,5000,3750
Punjab,Hoshiarpur,Dasuya,Mango,3000,3600,3300
Punjab,Hoshiarpur,Dasuya,Mango,1500,1500,1500
Punjab,Hoshiarpur,Dasuya,Mango (Raw-Ripe),1500,2500,2000
Punjab,Hoshiarpur,Dasuya,Onion,1300,1800,1550
Punjab,Hoshiarpur,Dasuya,Papaya,4000,4000,4000
Punjab,Hoshiarpur,Dasuya,Papaya,2000,2500,2250
Punjab,Hoshiarpur,Dasuya,Plum,3000,5000,4000
Punjab,Hoshiarpur,Dasuya,Plum,2000,2000,2000
Punjab,Hoshiarpur,Dasuya,Potato,1100,1300,1200
Punjab,Hoshiarpur,Dasuya,Pumpkin,1000,3000,2000
Punjab,Hoshiarpur,Dasuya,Raddish,2000,2000,2000
Punjab,Hoshiarpur,Dasuya,Spinach,3000,3500,3250
Punjab,Hoshiarpur,Dasuya,Tinda,2500,4000,3250
Punjab,Hoshiarpur,Garh Shankar,Apple,4500,7000,5500
Punjab,Hoshiarpur,Garh Shankar,Banana,1500,1800,1700
Punjab,Hoshiarpur,Garh Shankar,Bhindi(Ladies Finger),1500,2000,1800
Punjab,Hoshiarpur,Garh Shankar,Cabbage,800,1000,900
Punjab,Hoshiarpur,Garh Shankar,Cauliflower,2500,4000,3500
Punjab,Hoshiarpur,Garh Shankar,Field Pea,5000,7000,6000
Punjab,Hoshiarpur,Garh Shankar,Garlic,7000,10000,8000
Punjab,Hoshiarpur,Garh Shankar,Ginger(Green),10000,12500,12000
Punjab,Hoshiarpur,Garh Shankar,Green Chilli,1300,1800,1500
Punjab,Hoshiarpur,Garh Shankar,Onion,1300,1800,1500
Punjab,Hoshiarpur,Garh Shankar,Papaya,3000,4000,3500
Punjab,Hoshiarpur,Garh Shankar,Potato,650,1000,800
Punjab,Hoshiarpur,Garh Shankar,Pumpkin,500,800,600
Punjab,Hoshiarpur,GarhShankar (Kotfatuhi),Bhindi(Ladies Finger),1500,2000,1800
Punjab,Hoshiarpur,GarhShankar (Kotfatuhi),Cucumbar(Kheera),1000,1500,1200
Punjab,Hoshiarpur,GarhShankar (Kotfatuhi),Green Chilli,1500,1800,1700
Punjab,Hoshiarpur,GarhShankar (Kotfatuhi),Onion,1200,1800,1400
Punjab,Hoshiarpur,GarhShankar (Kotfatuhi),Potato,600,1000,800
Punjab,Hoshiarpur,GarhShankar (Kotfatuhi),Pumpkin,600,800,700
Punjab,Hoshiarpur,Mukerian,Apple,11000,14000,12000
Punjab,Hoshiarpur,Mukerian,Banana,2800,3600,3200
Punjab,Hoshiarpur,Mukerian,Beans,5500,7500,6500
Punjab,Hoshiarpur,Mukerian,Bhindi(Ladies Finger),2000,3000,2500
Punjab,Hoshiarpur,Mukerian,Bitter gourd,1500,2500,2000
Punjab,Hoshiarpur,Mukerian,Cauliflower,3500,5500,4500
Punjab,Hoshiarpur,Mukerian,Cucumbar(Kheera),2000,3000,2500
Punjab,Hoshiarpur,Mukerian,Green Chilli,2500,3500,3000
Punjab,Hoshiarpur,Mukerian,Lemon,4000,5500,5000
Punjab,Hoshiarpur,Mukerian,Mousambi(Sweet Lime),8500,10500,9500
Punjab,Hoshiarpur,Mukerian,Onion,1400,1800,1600
Punjab,Hoshiarpur,Mukerian,Papaya,3500,5500,4500
Punjab,Hoshiarpur,Mukerian,Plum,3500,5500,4500
Punjab,Hoshiarpur,Mukerian,Pomegranate,8500,11000,9500
Punjab,Hoshiarpur,Mukerian,Potato,1300,1700,1500
Punjab,Hoshiarpur,Mukerian,Pumpkin,1300,1800,1500
Punjab,Hoshiarpur,Mukerian,Raddish,1500,2200,1800
Punjab,Hoshiarpur,Mukerian,Ridgeguard(Tori),1500,2500,2100
Punjab,Hoshiarpur,Mukerian,Tender Coconut,450,600,550
Punjab,Hoshiarpur,Mukerian,Tinda,1500,2500,2000
Punjab,Hoshiarpur,Mukerian,Tomato,6500,8500,7500
Punjab,Hoshiarpur,Mukerian(Talwara),Apple,6000,10000,8000
Punjab,Hoshiarpur,Mukerian(Talwara),Banana,2200,2800,2500
Punjab,Hoshiarpur,Mukerian(Talwara),Bhindi(Ladies Finger),2500,3200,2800
Punjab,Hoshiarpur,Mukerian(Talwara),Cabbage,2500,3500,3000
Punjab,Hoshiarpur,Mukerian(Talwara),Cauliflower,4000,4600,4300
Punjab,Hoshiarpur,Mukerian(Talwara),Cucumbar(Kheera),2400,2800,2600
Punjab,Hoshiarpur,Mukerian(Talwara),Field Pea,3800,4600,4200
Punjab,Hoshiarpur,Mukerian(Talwara),French Beans (Frasbean),7000,9000,8000
Punjab,Hoshiarpur,Mukerian(Talwara),Onion,1800,2200,2000
Punjab,Hoshiarpur,Mukerian(Talwara),Potato,800,1200,1000
Punjab,Hoshiarpur,Mukerian(Talwara),Pumpkin,1500,2500,2000
Punjab,Hoshiarpur,Mukerian(Talwara),Round gourd,2200,2800,2500
Punjab,Hoshiarpur,Mukerian(Talwara),Tomato,6000,10000,8000
Punjab,Hoshiarpur,Tanda Urmur,Apple,13000,15000,14000
Punjab,Hoshiarpur,Tanda Urmur,Bhindi(Ladies Finger),3000,3500,3200
Punjab,Hoshiarpur,Tanda Urmur,Bitter gourd,3000,4000,3500
Punjab,Hoshiarpur,Tanda Urmur,Brinjal,4000,4600,4300
Punjab,Hoshiarpur,Tanda Urmur,Cabbage,1500,2000,1800
Punjab,Hoshiarpur,Tanda Urmur,Capsicum,10000,12000,11000
Punjab,Hoshiarpur,Tanda Urmur,Cauliflower,5000,6000,5500
Punjab,Hoshiarpur,Tanda Urmur,Cucumbar(Kheera),3800,5000,4300
Punjab,Hoshiarpur,Tanda Urmur,Field Pea,9000,10000,9500
Punjab,Hoshiarpur,Tanda Urmur,Garlic,10000,12000,11000
Punjab,Hoshiarpur,Tanda Urmur,Ginger(Dry),13000,15000,14000
Punjab,Hoshiarpur,Tanda Urmur,Green Chilli,3000,3500,3200
Punjab,Hoshiarpur,Tanda Urmur,Lemon,4000,5000,4500
Punjab,Hoshiarpur,Tanda Urmur,Mango,3500,4000,3800
Punjab,Hoshiarpur,Tanda Urmur,Onion,2000,2300,2200
Punjab,Hoshiarpur,Tanda Urmur,Papaya,3500,4000,3800
Punjab,Hoshiarpur,Tanda Urmur,Pineapple,2000,2500,2200
Punjab,Hoshiarpur,Tanda Urmur,Plum,6000,6600,6300
Punjab,Hoshiarpur,Tanda Urmur,Pumpkin,1300,1500,1400
Punjab,Hoshiarpur,Tanda Urmur,Raddish,2000,3000,2300
Punjab,Hoshiarpur,Tanda Urmur,Tinda,3000,4000,3500
Punjab,Jalandhar,Jalandhar City(Jalandhar),Apple,3500,7500,6700
Punjab,Jalandhar,Jalandhar City(Jalandhar),Banana - Green,900,1200,1000
Punjab,Jalandhar,Jalandhar City(Jalandhar),Bhindi(Ladies Finger),800,1200,1000
Punjab,Jalandhar,Jalandhar City(Jalandhar),Bottle gourd,1200,1800,1500
Punjab,Jalandhar,Jalandhar City(Jalandhar),Brinjal,1800,3300,2500
Punjab,Jalandhar,Jalandhar City(Jalandhar),Cabbage,1400,2500,1900
Punjab,Jalandhar,Jalandhar City(Jalandhar),Capsicum,2800,5600,3900
Punjab,Jalandhar,Jalandhar City(Jalandhar),Carrot,800,1400,1100
Punjab,Jalandhar,Jalandhar City(Jalandhar),Cauliflower,2200,4000,3100
Punjab,Jalandhar,Jalandhar City(Jalandhar),Colacasia,1000,1400,1200
Punjab,Jalandhar,Jalandhar City(Jalandhar),Coriander(Leaves),3000,5400,4200
Punjab,Jalandhar,Jalandhar City(Jalandhar),Cucumbar(Kheera),1000,1500,1200
Punjab,Jalandhar,Jalandhar City(Jalandhar),French Beans (Frasbean),2700,4200,3400
Punjab,Jalandhar,Jalandhar City(Jalandhar),Garlic,3200,6800,5000
Punjab,Jalandhar,Jalandhar City(Jalandhar),Ginger(Green),4900,8400,6600
Punjab,Jalandhar,Jalandhar City(Jalandhar),Grapes,3600,6600,5400
Punjab,Jalandhar,Jalandhar City(Jalandhar),Green Chilli,1500,3000,2200
Punjab,Jalandhar,Jalandhar City(Jalandhar),Guava,1100,2700,2400
Punjab,Jalandhar,Jalandhar City(Jalandhar),Karbuja(Musk Melon),1700,3000,2700
Punjab,Jalandhar,Jalandhar City(Jalandhar),Lemon,1500,2500,2000
Punjab,Jalandhar,Jalandhar City(Jalandhar),Mango,900,2700,1700
Punjab,Jalandhar,Jalandhar City(Jalandhar),Mashrooms,7200,8200,7700
Punjab,Jalandhar,Jalandhar City(Jalandhar),Mousambi(Sweet Lime),2500,3000,2700
Punjab,Jalandhar,Jalandhar City(Jalandhar),Onion Green,600,1500,1000
Punjab,Jalandhar,Jalandhar City(Jalandhar),Papaya,800,1200,1000
Punjab,Jalandhar,Jalandhar City(Jalandhar),Peas Wet,1800,6000,3900
Punjab,Jalandhar,Jalandhar City(Jalandhar),Pineapple,1700,2600,2100
Punjab,Jalandhar,Jalandhar City(Jalandhar),Plum,2500,3500,3000
Punjab,Jalandhar,Jalandhar City(Jalandhar),Pomegranate,1900,3400,3100
Punjab,Jalandhar,Jalandhar City(Jalandhar),Potato,140,1010,520
Punjab,Jalandhar,Jalandhar City(Jalandhar),Pumpkin,600,1000,800
Punjab,Jalandhar,Jalandhar City(Jalandhar),Raddish,600,800,700
Punjab,Jalandhar,Jalandhar City(Jalandhar),Spinach,500,700,600
Punjab,Jalandhar,Jalandhar City(Jalandhar),Tender Coconut,3000,4400,3700
Punjab,Jalandhar,Jalandhar City(Jalandhar),Tinda,2800,4200,3500
Punjab,Jalandhar,Jalandhar City(Jalandhar),Water Melon,800,1200,1000
Punjab,Jalandhar,Lohian Khas,Bhindi(Ladies Finger),1200,1400,1300
Punjab,Jalandhar,Lohian Khas,Bitter gourd,1200,1600,1400
Punjab,Jalandhar,Lohian Khas,Brinjal,1000,1200,1100
Punjab,Jalandhar,Lohian Khas,Colacasia,1200,1600,1400
Punjab,Jalandhar,Lohian Khas,Green Chilli,1000,1400,1200
Punjab,Jalandhar,Lohian Khas,Round gourd,1000,1200,1100
Punjab,Jalandhar,Lohian Khas,Spinach,800,1000,900
Punjab,Jalandhar,Mehatpur,Bhindi(Ladies Finger),2500,3000,3000
Punjab,Jalandhar,Mehatpur,Brinjal,2000,3000,3000
Punjab,Jalandhar,Mehatpur,Cucumbar(Kheera),2000,2000,2000
Punjab,Jalandhar,Mehatpur,Green Chilli,3000,3000,3000
Punjab,Jalandhar,Mehatpur,Pumpkin,2000,2000,2000
Punjab,Jalandhar,Nakodar,Bhindi(Ladies Finger),650,750,725
Punjab,Jalandhar,Nakodar,Brinjal,750,800,800
Punjab,Jalandhar,Nakodar,Potato,1000,1050,1025
Punjab,Jalandhar,Phillaur(Apra Mandi),Bhindi(Ladies Finger),3000,3000,3000
Punjab,Jalandhar,Phillaur(Apra Mandi),Bottle gourd,2000,2000,2000
Punjab,Jalandhar,Phillaur(Apra Mandi),Brinjal,2500,2500,2500
Punjab,Jalandhar,Phillaur(Apra Mandi),Green Chilli,2500,2500,2500
Punjab,Jalandhar,Phillaur(Apra Mandi),Onion,2000,2000,2000
Punjab,Jalandhar,Phillaur(Apra Mandi),Potato,1000,1000,1000
Punjab,Jalandhar,Phillaur(Apra Mandi),Ridgeguard(Tori),3000,3000,3000
Punjab,Jalandhar,Shahkot,Bhindi(Ladies Finger),1800,2000,1900
Punjab,Jalandhar,Shahkot,Brinjal,1800,2000,1900
Punjab,Jalandhar,Shahkot,Capsicum,2500,2700,2600
Punjab,Jalandhar,Shahkot,Maize,1100,1870,1485
Punjab,kapurthala,Sultanpur,Bitter gourd,1850,2000,2000
Punjab,kapurthala,Sultanpur,Brinjal,3350,3500,3500
Punjab,kapurthala,Sultanpur,Colacasia,1850,2000,2000
Punjab,kapurthala,Sultanpur,Cucumbar(Kheera),850,1000,1000
Punjab,kapurthala,Sultanpur,Round gourd,3850,4000,4000
Punjab,Ludhiana,Doraha,Ashgourd,1500,1500,1500
Punjab,Ludhiana,Doraha,Banana,3000,3000,3000
Punjab,Ludhiana,Doraha,Bhindi(Ladies Finger),1800,2500,2236
Punjab,Ludhiana,Doraha,Bitter gourd,2500,3000,2844
Punjab,Ludhiana,Doraha,Bottle gourd,1500,2800,2653
Punjab,Ludhiana,Doraha,Brinjal,2500,2500,2500
Punjab,Ludhiana,Doraha,Cauliflower,400,4000,400
Punjab,Ludhiana,Doraha,Cucumbar(Kheera),2000,2000,2000
Punjab,Ludhiana,Doraha,Green Chilli,3000,3500,3500
Punjab,Ludhiana,Doraha,Onion,1600,2000,1875
Punjab,Ludhiana,Doraha,Peas Wet,5000,5000,5000
Punjab,Ludhiana,Doraha,Ridgeguard(Tori),2000,3000,2631
Punjab,Ludhiana,Doraha,Tomato,8000,12000,11540
Punjab,Ludhiana,Sahnewal,Brinjal,1400,1400,1400
Punjab,Ludhiana,Sahnewal,Cauliflower,1800,1800,1800
Punjab,Ludhiana,Sahnewal,Cucumbar(Kheera),1000,1000,1000
Punjab,Ludhiana,Sahnewal,Green Chilli,3500,3500,3500
Punjab,Ludhiana,Sahnewal,Onion,1500,1900,1800
Punjab,Ludhiana,Sahnewal,Potato,1200,1200,1200
Punjab,Ludhiana,Sahnewal,Ridgeguard(Tori),1700,1700,1700
Punjab,Moga,Baghapurana,Apple,3000,3500,3200
Punjab,Moga,Baghapurana,Banana,2800,3200,3000
Punjab,Moga,Baghapurana,Brinjal,1800,2200,2000
Punjab,Moga,Baghapurana,Cabbage,1000,1400,1200
Punjab,Moga,Baghapurana,Cauliflower,4000,5000,4500
Punjab,Moga,Baghapurana,Cucumbar(Kheera),1600,1800,1700
Punjab,Moga,Baghapurana,Green Chilli,2000,2500,2200
Punjab,Moga,Baghapurana,Onion,1200,2000,1800
Punjab,Moga,Baghapurana,Papaya,3200,3700,3500
Punjab,Moga,Baghapurana,Plum,4200,5000,4500
Punjab,Moga,Baghapurana,Potato,700,900,800
Punjab,Moga,Baghapurana,Pumpkin,1600,2000,1800
Punjab,Moga,Baghapurana,Sweet Pumpkin,800,1000,900
Punjab,Mohali,Dera Bassi,Bhindi(Ladies Finger),2400,2600,2600
Punjab,Mohali,Dera Bassi,Bitter gourd,2400,2600,2600
Punjab,Mohali,Dera Bassi,Bottle gourd,1600,1800,1800
Punjab,Mohali,Dera Bassi,Onion,1400,1600,1600
Punjab,Mohali,Dera Bassi,Potato,1400,1600,1600
Punjab,Mohali,Dera Bassi,Pumpkin,1200,1400,1400
Punjab,Mohali,Lalru,Bhindi(Ladies Finger),2000,3900,3000
Punjab,Mohali,Lalru,Bitter gourd,2000,2000,2000
Punjab,Mohali,Lalru,Bottle gourd,2000,3000,3000
Punjab,Mohali,Lalru,Brinjal,2700,2700,2700
Punjab,Mohali,Lalru,Cabbage,1400,1400,1400
Punjab,Mohali,Lalru,Green Chilli,5000,10000,10000
Punjab,Mohali,Lalru,Mango (Raw-Ripe),2500,2500,2500
Punjab,Mohali,Lalru,Onion,1200,2000,1400
Punjab,Mohali,Lalru,Potato,1000,1350,1300
Punjab,Mohali,Lalru,Pumpkin,2000,2000,2000
Punjab,Mohali,Lalru,Ridgeguard(Tori),2000,3000,2500
